id,name,description,author_name,modified,created,tags,references,public,adversary,targeted_countries,malware_families,attack_ids,industries,TLP,indicators,revision,groups,in_group,is_subscribing,author.username,author.id,author.avatar_url,author.is_subscribed,author.is_following
554a4723b45ff50cc4d77959,Banking Malware Dridex Arrives via Phishing Email,"In a recent case involving the Dridex malware, McAfee Labs found the distribution method to be typical: The malware arrives via a phishing email.",AlienVault,2017-08-24T10:51:16.986000,2015-05-06T16:53:55.228000,"['dridex', 'xml', 'office', 'mcafee', 'microsoft office', 'word', 'cridex']",[],1,,[],[],[],[],green,[],1,[],False,,AlienVault,2,/otxapi/users/avatar_image/media/avatars/user_2/resized/80/avatar_dacfad0ca8.png,True,False
